CNN,streetname,from_st,to_st,addrange,limits,from_cnn,to_cnn
19888000,CHURCH PARKING LOT,UNNAMED 124,UNNAMED 124,0 - 0,UNNAMED 124 to UNNAMED 124 (0 - 0),33711000,33712000
3243101,BROTHERHOOD WAY,CHURCH ACCESS RD,LAKE MERCED BLVD,901 - 999,CHURCH ACCESS RD to LAKE MERCED BLVD (901 - 999) -- SOUTH --,33713000,33540000
3243201,BROTHERHOOD WAY,CHURCH ACCESS RD,LAKE MERCED BLVD,900 - 998,CHURCH ACCESS RD to LAKE MERCED BLVD (900 - 998) -- NORTH --,33713000,33540000
19881000,CHURCH ACCESS RD,BROTHERHOOD WAY,CHURCH PARKING LOT,0 - 0,BROTHERHOOD WAY to CHURCH PARKING LOT (0 - 0),33713000,33714000
19882000,CHURCH PARKING LOT,CHURCH ACCESS RD,CHURCH ACCESS RD,0 - 0,CHURCH ACCESS RD to CHURCH ACCESS RD (0 - 0),33714000,33714000
19840000,CHURCH PARKING LOT,CHURCH ACCESS RD,END: 0-0 BLOCK,0 - 0,CHURCH ACCESS RD to END: 0-0 BLOCK (0 - 0),33714000,52086000
19883000,CHURCH ACCESS RD,BROTHERHOOD WAY,CHURCH PARKING LOT,0 - 0,BROTHERHOOD WAY to CHURCH PARKING LOT (0 - 0),33715000,33716000
3242102,BROTHERHOOD WAY,CHURCH ACCESS RD,CHURCH ACCESS RD,851 - 899,CHURCH ACCESS RD to CHURCH ACCESS RD (851 - 899) -- SOUTH --,33715000,33713000
19884000,CHURCH PARKING LOT,CHURCH ACCESS RD,END: 0-0 BLOCK,0 - 0,CHURCH ACCESS RD to END: 0-0 BLOCK (0 - 0),33716000,52088000
19841000,CHURCH PARKING LOT,CHURCH ACCESS RD,END: 0-0 BLOCK,0 - 0,CHURCH ACCESS RD to END: 0-0 BLOCK (0 - 0),33716000,52089000
13688000,WINSTON DR,20TH AVE \ BUCKINGHAM WAY,19TH AVE,600 - 699,20TH AVE \ BUCKINGHAM WAY to 19TH AVE (600 - 699),33717000,33718000
19003000,20TH AVE,BUCKINGHAM WAY \ WINSTON DR,WINSTON DR,3200 - 3399,BUCKINGHAM WAY \ WINSTON DR to WINSTON DR (3200 - 3399),33717000,33719000
927202,19TH AVE,WINSTON DR,WINSTON DR,3201 - 3399,WINSTON DR to WINSTON DR (3201 - 3399) -- WEST --,33718000,23069000
13686101,WINSTON DR,20TH AVE,BUCKINGHAM WAY,241 - 415,20TH AVE to BUCKINGHAM WAY (241 - 415) -- WEST --,33719000,33513000
19004000,20TH AVE,WINSTON DR,END: 3400-3499 BLOCK,3400 - 3499,WINSTON DR to END: 3400-3499 BLOCK (3400 - 3499),33719000,52097000
13686201,WINSTON DR,20TH AVE,BUCKINGHAM WAY,240 - 398,20TH AVE to BUCKINGHAM WAY (240 - 398) -- EAST --,33719000,33513000
6134102,GENEVA AVE,BAYWOOD CT,BANNOCK ST,723 - 749,BAYWOOD CT to BANNOCK ST (723 - 749) -- NORTH --,33721000,22084000
11280000,SAGAMORE ST,SAN JOSE AVE,PLYMOUTH AVE,Jan-99,SAN JOSE AVE to PLYMOUTH AVE (1 - 99),33722000,22457000
11467204,SAN JOSE AVE,SAGAMORE ST,PLYMOUTH AVE \ SICKLES AVE,2952 - 2998,SAGAMORE ST to PLYMOUTH AVE \ SICKLES AVE (2952 - 2998) -- NORTH --,33722000,22456000
9451000,MUNICH ST,GENEVA AVE,SOUTH HILL BLVD,800 - 899,GENEVA AVE to SOUTH HILL BLVD (800 - 899),33723000,21397000
6147202,GENEVA AVE,MUNICH ST,PRAGUE ST,1400 - 1498,MUNICH ST to PRAGUE ST (1400 - 1498) -- SOUTH --,33723000,21379000
8060000,LAKESHORE PLZ,SLOAT BLVD,END: 1-99 BLOCK,Jan-99,SLOAT BLVD to END: 1-99 BLOCK (1 - 99),33724000,52099000
11958101,SLOAT BLVD,LAKESHORE PLZ,34TH AVE \ CLEARFIELD DR,1601 - 1699,LAKESHORE PLZ to 34TH AVE \ CLEARFIELD DR (1601 - 1699) -- SOUTH --,33724000,23338000
11958201,SLOAT BLVD,LAKESHORE PLZ,34TH AVE \ CLEARFIELD DR,1630 - 1698,LAKESHORE PLZ to 34TH AVE \ CLEARFIELD DR (1630 - 1698) -- NORTH --,33724000,23338000
930202,19TH AVE,UNNAMED 106,JUNIPERO SERRA BLVD,3801 - 3899,UNNAMED 106 to JUNIPERO SERRA BLVD (3801 - 3899) -- WEST --,33725000,22556000
8074000,LAKEVIEW AVE,ASHTON AVE,ORIZABA AVE,792 - 799,ASHTON AVE to ORIZABA AVE (792 - 799),33726000,52069000
2520000,ASHTON AVE,LAKEVIEW AVE,ASHTON AVE,30-Jan,LAKEVIEW AVE to ASHTON AVE (1 - 30),33726000,52225000
8002201,LAIDLEY ST,30TH ST,HARRY ST \ NOE ST,Feb-98,30TH ST to HARRY ST \ NOE ST (2 - 98) -- WEST --,33727000,21954000
1676000,30TH ST,LAIDLEY ST,CASTRO ST,556 - 599,LAIDLEY ST to CASTRO ST (556 - 599),33727000,22007000
2479201,CESAR CHAVEZ ST,BAY SHORE BLVD \ VERMONT ST,HWY 101 N ON RAMP,2560 - 2598,BAY SHORE BLVD \ VERMONT ST to HWY 101 N ON RAMP (2560 - 2598) -- NORTH --,33729000,52252000
2479101,CESAR CHAVEZ ST,BAY SHORE BLVD \ VERMONT ST,BAY SHORE BLVD,2627 - 2799,BAY SHORE BLVD \ VERMONT ST to BAY SHORE BLVD (2627 - 2799) -- SOUTH --,33729000,33283000
2799101,BAY SHORE BLVD,CESAR CHAVEZ ST \ VERMONT ST,HWY 101 S OFF RAMP,Jan-49,CESAR CHAVEZ ST \ VERMONT ST to HWY 101 S OFF RAMP (1 - 49) -- WEST --,33729000,52253000
4069000,CLARENDON AVE,JOHNSTONE DR,DELLBROOK AVE,151 - 199,JOHNSTONE DR to DELLBROOK AVE (151 - 199),33730000,26250000
7554000,JOHNSTONE DR,CLARENDON AVE,ADOLPH SUTRO CT,Jan-99,CLARENDON AVE to ADOLPH SUTRO CT (1 - 99),33730000,33731000
7555000,JOHNSTONE DR,ADOLPH SUTRO CT,BEHR AVE,100 - 199,ADOLPH SUTRO CT to BEHR AVE (100 - 199),33731000,33732000
2099000,ADOLPH SUTRO CT,JOHNSTONE DR,END: 1-99 BLOCK,Jan-99,JOHNSTONE DR to END: 1-99 BLOCK (1 - 99),33731000,52176000
7556000,JOHNSTONE DR,BEHR AVE,MEDICAL CENTER WAY,200 - 299,BEHR AVE to MEDICAL CENTER WAY (200 - 299),33732000,33733000
2881000,BEHR AVE,JOHNSTONE DR,JOHNSTONE DR,1 - 199,JOHNSTONE DR to JOHNSTONE DR (1 - 199),33732000,33734000
7557000,JOHNSTONE DR,MEDICAL CENTER WAY,BEHR AVE,300 - 399,MEDICAL CENTER WAY to BEHR AVE (300 - 399),33733000,33734000
7558000,JOHNSTONE DR,BEHR AVE,END: 400-499 BLOCK,400 - 499,BEHR AVE to END: 400-499 BLOCK (400 - 499),33734000,52175000
8776204,MARKET ST,MORGAN ALY,DIXIE ALY,3700 - 3798,MORGAN ALY to DIXIE ALY (3700 - 3798) -- NORTH --,33735000,26102000
11418000,SAN JACINTO WAY,RAVENWOOD DR,SAN FELIPE AVE,33 - 85,RAVENWOOD DR to SAN FELIPE AVE (33 - 85),33736000,22817000
8054101,LAKE MERCED BLVD,UNNAMED 129,JOHN MUIR DR,1300 - 1398,UNNAMED 129 to JOHN MUIR DR (1300 - 1398) -- EAST --,33737000,33539000
8054201,LAKE MERCED BLVD,UNNAMED 129,JOHN MUIR DR,1301 - 1399,UNNAMED 129 to JOHN MUIR DR (1301 - 1399) -- WEST --,33737000,33539000
19848000,UNNAMED 129,LAKE MERCED BLVD,COUNTY LINE,0 - 0,LAKE MERCED BLVD to COUNTY LINE (0 - 0),33737000,52224000
8053201,LAKE MERCED BLVD,LAKE MERCED HILL,UNNAMED 129,1201 - 1299,LAKE MERCED HILL to UNNAMED 129 (1201 - 1299) -- WEST --,33738000,33737000
8053101,LAKE MERCED BLVD,LAKE MERCED HILL,UNNAMED 129,1200 - 1298,LAKE MERCED HILL to UNNAMED 129 (1200 - 1298) -- EAST --,33738000,33737000
19424000,LAKE MERCED HILL,LAKE MERCED BLVD,LAKE MERCED HILL ST,0 - 0,LAKE MERCED BLVD to LAKE MERCED HILL ST (0 - 0),33738000,52220000
7707202,JUNIPERO SERRA BLVD,STONECREST DR,MERCEDES WAY \ WINSTON DR,500 - 698,STONECREST DR to MERCEDES WAY \ WINSTON DR (500 - 698) -- WEST --,33739000,33411000
12227000,STONECREST DR,JUNIPERO SERRA BLVD,JUNIPERO SERRA BLVD,0 - 0,JUNIPERO SERRA BLVD to JUNIPERO SERRA BLVD (0 - 0),33739000,23064000
2942002,BERNAL HEIGHTS BLVD,ANDERSON ST,MOULTRIE ST,0 - 0,ANDERSON ST to MOULTRIE ST (0 - 0),33740000,54192000
2267000,ANDERSON ST,BERNAL HEIGHTS BLVD,POWHATTAN AVE,50 - 99,BERNAL HEIGHTS BLVD to POWHATTAN AVE (50 - 99),33740000,21211000
4640201,DE HARO ST,DE HARO ST,25TH ST,1320 - 1398,DE HARO ST to 25TH ST (1320 - 1398),33750000,23692000
4640101,DE HARO ST,DE HARO ST,MID BLOCK,0 - 0,DE HARO ST to MID BLOCK (0 - 0),33750000,35025000
19195000,HWY 101 N ON RAMP,BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ JERROLD AVE,MARIN ST,0 - 0,BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ JERROLD AVE to MARIN ST (0 - 0),33751000,33083000
2829000,BAY SHORE BLVD OFF RAMP,BAY SHORE BLVD \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE,HWY 101 S OFF RAMP \ POTRERO AVE,Jan-99,BAY SHORE BLVD \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE to HWY 101 S OFF RAMP \ POTRERO AVE (1 - 99) -- EAST --,33751000,51761000
2799103,BAY SHORE BLVD,BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE,JERROLD AVE,101 - 149,BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE to JERROLD AVE (101 - 149) -- EAST --,33751000,33282000
7506000,JERROLD AVE,JERROLD AVE,BAY SHORE BLVD,2371 - 2399,JERROLD AVE to BAY SHORE BLVD (2371 - 2399),33752000,33282000
7505000,JERROLD AVE,JERROLD AVE,BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP,2368 - 2398,JERROLD AVE to BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP (2368 - 2398),33752000,33751000
3117000,BREWSTER ST,MARTIN AVE,COSTA ST,105 - 119,MARTIN AVE to COSTA ST (105 - 119),33753000,20827000
13002000,BAY SHORE BLVD,BAY SHORE BLVD,BAY SHORE BLVD,0 - 0,BAY SHORE BLVD to BAY SHORE BLVD (0 - 0),33754000,33755000
2799204,BAY SHORE BLVD,BAY SHORE BLVD,BAY SHORE BLVD,140 - 168,BAY SHORE BLVD to BAY SHORE BLVD (140 - 168) -- WEST --,33754000,33757000
2799105,BAY SHORE BLVD,BAY SHORE BLVD,BAY SHORE BLVD,175 - 183,BAY SHORE BLVD to BAY SHORE BLVD (175 - 183) -- EAST --,33755000,33756000
2799106,BAY SHORE BLVD,BAY SHORE BLVD,OAKDALE AVE,185 - 299,BAY SHORE BLVD to OAKDALE AVE (185 - 299) -- EAST --,33756000,20816000
13003000,BAY SHORE BLVD,BAY SHORE BLVD,BAY SHORE BLVD,0 - 0,BAY SHORE BLVD to BAY SHORE BLVD (0 - 0),33757000,33756000
2799205,BAY SHORE BLVD,BAY SHORE BLVD,COSTA ST,170 - 244,BAY SHORE BLVD to COSTA ST (170 - 244) -- WEST --,33757000,20825000
5820000,FRANKLIN ST,DANIEL BURNHAM CT,SUTTER ST,1332 - 1399,DANIEL BURNHAM CT to SUTTER ST (1332 - 1399),33775000,25220000
3276000,BRYANT ST,MAIN ST,BEALE ST \ DELANCEY ST,32 - 99,MAIN ST to BEALE ST \ DELANCEY ST (32 - 99),33776000,23599000
2906000,BELLEVUE AVE,POPE ST,GUTTENBERG ST,Jan-99,POPE ST to GUTTENBERG ST (1 - 99),33844000,33603000
6414000,GRANT AVE,WHITING ST,CHESTNUT ST,1831 - 1899,WHITING ST to CHESTNUT ST (1831 - 1899),33845000,25400000
13607000,WHITING ST,GRANT AVE,END: 1-49 BLOCK,Jan-49,GRANT AVE to END: 1-49 BLOCK (1 - 49),33845000,50121000
15241000,MARYLAND ST,20TH ST,21ST ST,900 - 975,20TH ST to 21ST ST (900 - 975),33846000,33850000
15227000,20TH ST,MARYLAND ST,LOUISIANA ST,200 - 299,MARYLAND ST to LOUISIANA ST (200 - 299),33846000,33653000
15242000,WATERFRONT ST,20TH ST,21ST ST,Jan-99,20TH ST to 21ST ST (1 - 99),33847000,33851000
15228000,20TH ST,WATERFRONT ST,MARYLAND ST,1 - 199,WATERFRONT ST to MARYLAND ST (1 - 199),33847000,33846000
15238000,LOUISIANA ST,21ST ST,21ST ST,976 - 999,21ST ST to 21ST ST (976 - 999),33848000,33853000
15229000,21ST ST,LOUISIANA ST,LOUISIANA ST,275 - 299,LOUISIANA ST to LOUISIANA ST (275 - 299),33849000,33848000
15240000,MARYLAND ST,21ST ST,22ND ST,976 - 1099,21ST ST to 22ND ST (976 - 1099),33850000,33855000
15230000,21ST ST,MARYLAND ST,LOUISIANA ST,200 - 274,MARYLAND ST to LOUISIANA ST (200 - 274),33850000,33849000
15231000,21ST ST,WATERFRONT ST,MARYLAND ST,1 - 199,WATERFRONT ST to MARYLAND ST (1 - 199),33851000,33850000
15232000,21ST ST,MICHIGAN ST,ILLINOIS ST,500 - 599,MICHIGAN ST to ILLINOIS ST (500 - 599),33852000,33856000
15237000,LOUISIANA ST,21ST ST,22ND ST,1000 - 1099,21ST ST to 22ND ST (1000 - 1099),33853000,33854000
15233000,21ST ST,LOUISIANA ST,MICHIGAN ST,300 - 499,LOUISIANA ST to MICHIGAN ST (300 - 499),33853000,33852000
15234000,22ND ST,LOUISIANA ST,CRAIG LN,300 - 399,LOUISIANA ST to CRAIG LN (300 - 399),33854000,33655000
15239000,MARYLAND ST,22ND ST,CRAIG LN,200 - 299,22ND ST to CRAIG LN (200 - 299),33855000,51599000
15235000,22ND ST,MARYLAND ST,LOUISIANA ST,200 - 299,MARYLAND ST to LOUISIANA ST (200 - 299),33855000,33854000
7169002,ILLINOIS ST,21ST ST,22ND ST,950 - 1099,21ST ST to 22ND ST (950 - 1099),33856000,23553000
15243000,PALM LN,HERMANN ST,END: NORTH,Jan-99,HERMANN ST to END: NORTH (1 - 99),33857000,54372000
6885002,HERMANN ST,PALM LN,BUCHANAN ST,50 - 99,PALM LN to BUCHANAN ST (50 - 99),33857000,25864000
7710207,JUNIPERO SERRA BLVD,SAN FRANCISCO GOLF CLUB RD,COUNTY LINE,1650 - 1898,SAN FRANCISCO GOLF CLUB RD to COUNTY LINE (1650 - 1898) -- WEST --,33858000,51449000
15245000,SAN FRANCISCO GOLF CLUB RD,JUNIPERO SERRA BLVD,THOMAS MORE WAY,0 - 0,JUNIPERO SERRA BLVD to THOMAS MORE WAY (0 - 0),33858000,51452000
7016002,HOLYOKE ST,HOLYOKE ST,ANKENY ST,0 - 0,HOLYOKE ST to ANKENY ST (0 - 0),33859000,20842000
15247000,HOLYOKE ST,HOLYOKE ST,END: EAST,900 - 999,HOLYOKE ST to END: EAST (900 - 999),33859000,54375000
2864002,BEALE ST,NATOMA ST,HOWARD ST,168 - 199,NATOMA ST to HOWARD ST (168 - 199),33860000,24506000
14010000,ORSI CIR,ISSLEIB AVE,KALMANOVITZ ST,100 - 199,ISSLEIB AVE to KALMANOVITZ ST (100 - 199),34001000,34003000
14009000,ORSI CIR,KALMANOVITZ ST,ISSLEIB AVE,Jan-99,KALMANOVITZ ST to ISSLEIB AVE (1 - 99),34002000,34001000
14004000,KALMANOVITZ ST,ORSI CIR,ORSI CIR,100 - 199,ORSI CIR to ORSI CIR (100 - 199),34002000,34003000
14005000,KALMANOVITZ ST,ORSI CIR,LYDIA AVE,200 - 299,ORSI CIR to LYDIA AVE (200 - 299),34003000,34004000
14006000,KALMANOVITZ ST,LYDIA AVE,BITTING AVE,300 - 399,LYDIA AVE to BITTING AVE (300 - 399),34004000,34005000
9582002,NEWHALL ST,LYDIA AVE,BITTING AVE,2640 - 2849,LYDIA AVE to BITTING AVE (2640 - 2849),34007000,34008000
14008000,LYDIA AVE,NEWHALL ST,KALMANOVITZ ST,Jan-99,NEWHALL ST to KALMANOVITZ ST (1 - 99),34007000,34004000
9582003,NEWHALL ST,BITTING AVE,EGBERT AVE,2660 - 2899,BITTING AVE to EGBERT AVE (2660 - 2899),34008000,20608000
14001000,BITTING AVE,NEWHALL ST,KALMANOVITZ ST,Jan-99,NEWHALL ST to KALMANOVITZ ST (1 - 99),34008000,34005000
13018002,UPPER TER,UPPER TER,UPPER TER,401 - 499,UPPER TER to UPPER TER (401 - 499),34009000,34009000
7931103,LA SALLE AVE,LAS VILLAS CT,CASHMERE ST,1437 - 1513,LAS VILLAS CT to CASHMERE ST (1437 - 1513) -- SOUTH --,34010000,20198000
20003000,LAS VILLAS CT,NEWCOMB AVE,LA SALLE AVE,30-Jan,NEWCOMB AVE to LA SALLE AVE (1 - 30),34011000,34010000
9549203,NEWCOMB AVE,LAS VILLAS CT,KEITH ST,1352 - 1398,LAS VILLAS CT to KEITH ST (1352 - 1398) -- WEST --,34011000,20197000
20004000,BURNETT AVE NORTH,BURNETT AVE,BURNETT AVE \ IRON ALY,11-Jan,BURNETT AVE to BURNETT AVE \ IRON ALY (1 - 11),34012000,32967000
3380002,BURNETT AVE,BURNETT AVE NORTH,GARDENSIDE DR,400 - 429,BURNETT AVE NORTH to GARDENSIDE DR (400 - 429),34012000,26124000
12559201,THE EMBARCADERO,CHESTNUT ST \ SANSOME ST,BAY ST,1200 - 1398,CHESTNUT ST \ SANSOME ST to BAY ST (1200 - 1398) -- EAST --,34013000,24881000
12559101,THE EMBARCADERO,CHESTNUT ST \ SANSOME ST,BAY ST,1201 - 1399,CHESTNUT ST \ SANSOME ST to BAY ST (1201 - 1399) -- WEST --,34013000,24881000
3950000,CHESTNUT ST,SANSOME ST \ THE EMBARCADERO,MONTGOMERY ST,Jan-99,SANSOME ST \ THE EMBARCADERO to MONTGOMERY ST (1 - 99),34013000,24875000
12556202,THE EMBARCADERO,GREEN ST,BATTERY ST \ LOMBARD ST,600 - 1098,GREEN ST to BATTERY ST \ LOMBARD ST (600 - 1098) -- EAST --,34014000,24819000
6438001,GREEN ST,THE EMBARCADERO,FRONT ST,Jan-49,THE EMBARCADERO to FRONT ST (1 - 49),34014000,24811000
12556102,THE EMBARCADERO,GREEN ST,BATTERY ST \ LOMBARD ST,601 - 1099,GREEN ST to BATTERY ST \ LOMBARD ST (601 - 1099) -- WEST --,34014000,24819000
20005001,WILLIE B KENNEDY DR,HUDSON AVE,GARNETT TER,Jan-49,HUDSON AVE to GARNETT TER (1 - 49),34015000,53002000
7071002,HUDSON AVE,WILLIE B KENNEDY DR,WHITNEY YOUNG CIR,1196 - 1199,WILLIE B KENNEDY DR to WHITNEY YOUNG CIR (1196 - 1199),34015000,20188000
8747103,MARKET ST,POWELL ST,5TH ST \ CYRIL MAGNIN ST,865 - 899,POWELL ST to 5TH ST \ CYRIL MAGNIN ST (865 - 899) -- SOUTH --,34016000,30739000
10675001,POWELL ST,MARKET ST,EDDY ST,0 - 0,MARKET ST to EDDY ST (0 - 0),34016000,50350000
8747203,MARKET ST,POWELL ST,5TH ST \ CYRIL MAGNIN ST,892 - 898,POWELL ST to 5TH ST \ CYRIL MAGNIN ST (892 - 898) -- NORTH --,34016000,30739000
13528002,WEBSTER ST,LINDEN ST,HAYES ST,550 - 599,LINDEN ST to HAYES ST (550 - 599),34017000,25952000
4975001,DUBLIN ST,LA GRANDE AVE,PERSIA AVE,Jan-99,LA GRANDE AVE to PERSIA AVE (1 - 99),34018000,21608000
7793010,KEITH ST,FITZGERALD AVE,3RD ST,2900 - 2999,FITZGERALD AVE to 3RD ST (2900 - 2999),34019000,34020000
5601002,FITZGERALD AVE,KEITH ST,3RD ST,1391 - 1399,KEITH ST to 3RD ST (1391 - 1399),34019000,20455000
227103,3RD ST,KEITH ST,GILMAN AVE \ PAUL AVE,6151 - 6199,KEITH ST to GILMAN AVE \ PAUL AVE (6151 - 6199) -- EAST --,34020000,20472000
15319000,TREASURE ISLAND RD,AVENUE OF THE PALMS \ MACALLA RD,END,200 - 249,AVENUE OF THE PALMS \ MACALLA RD to END (200 - 249),34021000,54423000
14207000,TREASURE ISLAND RD,AVENUE OF THE PALMS \ MACALLA RD,I-80 E OFF RAMP \ I-80 W ON RAMP,0 - 0,AVENUE OF THE PALMS \ MACALLA RD to I-80 E OFF RAMP \ I-80 W ON RAMP (0 - 0),34021000,34144000
15289000,MACALLA RD,AVENUE OF THE PALMS \ TREASURE ISLAND RD,DUNLIN LN,Jan-99,AVENUE OF THE PALMS \ TREASURE ISLAND RD to DUNLIN LN (1 - 99),34021000,54389000
14215000,MACALLA RD,AVENUE OF THE PALMS \ TREASURE ISLAND RD,NIMITZ DR,Jan-99,AVENUE OF THE PALMS \ TREASURE ISLAND RD to NIMITZ DR (1 - 99),34021000,34139000
14087101,AVENUE OF THE PALMS,MACALLA RD \ TREASURE ISLAND RD,CALIFORNIA AVE,Feb-98,MACALLA RD \ TREASURE ISLAND RD to CALIFORNIA AVE (2 - 98) -- WEST --,34021000,34023000
14087201,AVENUE OF THE PALMS,MACALLA RD \ TREASURE ISLAND RD,CLIPPER COVE WAY,Jan-55,MACALLA RD \ TREASURE ISLAND RD to CLIPPER COVE WAY (1 - 55) -- EAST --,34021000,34022000
14013000,CLIPPER COVE WAY,AVENUE OF THE PALMS,END: EAST,Jan-99,AVENUE OF THE PALMS to END: EAST (1 - 99),34022000,53022000
14087202,AVENUE OF THE PALMS,CLIPPER COVE WAY,CALIFORNIA AVE,57 - 99,CLIPPER COVE WAY to CALIFORNIA AVE (57 - 99) -- EAST --,34022000,34023000
14016000,CALIFORNIA AVE,AVENUE OF THE PALMS,AVENUE B,Jan-99,AVENUE OF THE PALMS to AVENUE B (1 - 99),34023000,34024000
14088001,AVENUE OF THE PALMS,CALIFORNIA AVE,9TH TI ST \ PERIMETER PATH,100 - 699,CALIFORNIA AVE to 9TH TI ST \ PERIMETER PATH (100 - 699),34023000,34069000
14092001,AVENUE B,CALIFORNIA AVE,3RD TI ST,100 - 175,CALIFORNIA AVE to 3RD TI ST (100 - 175),34024000,34154000
14017001,CALIFORNIA AVE,AVENUE B,AVENUE C,100 - 199,AVENUE B to AVENUE C (100 - 199),34024000,34026000
14104001,AVENUE C,CALIFORNIA AVE,4TH TI ST,100 - 299,CALIFORNIA AVE to 4TH TI ST (100 - 299),34026000,34044000
14019001,CALIFORNIA AVE,AVENUE C,AVENUE D,200 - 299,AVENUE C to AVENUE D (200 - 299),34026000,34028000
14021000,CALIFORNIA AVE,AVENUE D,AVENUE F,300 - 483,AVENUE D to AVENUE F (300 - 483),34028000,34029000
14108000,AVENUE D,CALIFORNIA AVE,3RD TI ST,100 - 199,CALIFORNIA AVE to 3RD TI ST (100 - 199),34028000,34039000
14122000,AVENUE F,CALIFORNIA AVE,3RD TI ST,100 - 199,CALIFORNIA AVE to 3RD TI ST (100 - 199),34029000,34038000
14022000,CALIFORNIA AVE,AVENUE F,AVENUE G,484 - 499,AVENUE F to AVENUE G (484 - 499),34029000,34030000
14023000,CALIFORNIA AVE,AVENUE G,AVENUE H,500 - 599,AVENUE G to AVENUE H (500 - 599),34030000,34031000
14024000,CALIFORNIA AVE,AVENUE H,AVENUE I,600 - 699,AVENUE H to AVENUE I (600 - 699),34031000,34032000
14125000,AVENUE H,CALIFORNIA AVE,3RD TI ST,100 - 199,CALIFORNIA AVE to 3RD TI ST (100 - 199),34031000,34037000
14134000,AVENUE I,CALIFORNIA AVE,3RD TI ST,100 - 199,CALIFORNIA AVE to 3RD TI ST (100 - 199),34032000,34036000
14025000,CALIFORNIA AVE,AVENUE I,AVENUE M,700 - 799,AVENUE I to AVENUE M (700 - 799),34032000,34033000
14143000,AVENUE M,CALIFORNIA AVE,3RD TI ST,100 - 199,CALIFORNIA AVE to 3RD TI ST (100 - 199),34033000,34035000
14157000,AVENUE N,3RD TI ST,4TH TI ST,200 - 299,3RD TI ST to 4TH TI ST (200 - 299),34034000,34051000
14144000,AVENUE M,3RD TI ST,4TH TI ST,200 - 299,3RD TI ST to 4TH TI ST (200 - 299),34035000,34050000
14031000,3RD TI ST,AVENUE M,AVENUE N,800 - 899,AVENUE M to AVENUE N (800 - 899),34035000,34034000
14135000,AVENUE I,3RD TI ST,4TH TI ST,200 - 299,3RD TI ST to 4TH TI ST (200 - 299),34036000,34049000
14030000,3RD TI ST,AVENUE I,AVENUE M,700 - 799,AVENUE I to AVENUE M (700 - 799),34036000,34035000
14126000,AVENUE H,3RD TI ST,4TH TI ST,200 - 299,3RD TI ST to 4TH TI ST (200 - 299),34037000,34048000
14029000,3RD TI ST,AVENUE H,AVENUE I,600 - 699,AVENUE H to AVENUE I (600 - 699),34037000,34036000
14028000,3RD TI ST,AVENUE F,AVENUE H,500 - 599,AVENUE F to AVENUE H (500 - 599),34038000,34037000
14027000,3RD TI ST,AVENUE D,AVENUE F,300 - 499,AVENUE D to AVENUE F (300 - 499),34039000,34038000
14109000,AVENUE D,3RD TI ST,4TH TI ST,200 - 299,3RD TI ST to 4TH TI ST (200 - 299),34039000,34045000
14093000,AVENUE B,AVENUE B,4TH TI ST,200 - 299,AVENUE B to 4TH TI ST (200 - 299),34041000,34043000
14032000,4TH TI ST,AVENUE B,AVENUE C,100 - 199,AVENUE B to AVENUE C (100 - 199),34043000,34044000
14033000,4TH TI ST,AVENUE C,AVENUE D,200 - 299,AVENUE C to AVENUE D (200 - 299),34044000,34045000
14034001,4TH TI ST,AVENUE D,AVENUE H,300 - 599,AVENUE D to AVENUE H (300 - 599),34045000,34048000
14110000,AVENUE D,4TH TI ST,5TH TI ST,300 - 399,4TH TI ST to 5TH TI ST (300 - 399),34045000,34056000
14127000,AVENUE H,4TH TI ST,5TH TI ST,300 - 399,4TH TI ST to 5TH TI ST (300 - 399),34048000,34054000
14037000,4TH TI ST,AVENUE H,AVENUE I,600 - 699,AVENUE H to AVENUE I (600 - 699),34048000,34049000
14136000,AVENUE I,4TH TI ST,END: NORTH,300 - 399,4TH TI ST to END: NORTH (300 - 399),34049000,53065000
14038000,4TH TI ST,AVENUE I,AVENUE M,700 - 799,AVENUE I to AVENUE M (700 - 799),34049000,34050000
14145000,AVENUE M,4TH TI ST,5TH TI ST,300 - 399,4TH TI ST to 5TH TI ST (300 - 399),34050000,34053000
14039000,4TH TI ST,AVENUE M,AVENUE N,800 - 899,AVENUE M to AVENUE N (800 - 899),34050000,34051000
14158000,AVENUE N,4TH TI ST,5TH TI ST,300 - 399,4TH TI ST to 5TH TI ST (300 - 399),34051000,34052000
14159000,AVENUE N,5TH TI ST,8TH TI ST,400 - 599,5TH TI ST to 8TH TI ST (400 - 599),34052000,34065000
14043000,5TH TI ST,AVENUE M,AVENUE N,800 - 899,AVENUE M to AVENUE N (800 - 899),34053000,34052000
